pushBack,108028943,
pushMiddle,994052558,
popMiddle,,994052558
pushFront,135160885,
popFront,,135160885
popMiddle,,549387588
popFront,,255982543
popMiddle,,108028943
popMiddle,,-1
popBack,,-1
popFront,,-1
popFront,,-1
popMiddle,,-1
popFront,,-1
popFront,,-1
popFront,,-1
popBack,,-1
popFront,,-1
pushMiddle,999967105,
pushFront,179089697,
pushBack,929996742,
popBack,,929996742
popBack,,999967105
pushFront,983896455,
pushFront,990454671,
popMiddle,,983896455
popMiddle,,990454671
pushMiddle,949070831,
popMiddle,,949070831
pushMiddle,338468907,
pushBack,597544107,
popFront,,338468907
pushMiddle,735517806,
pushBack,686579083,
pushMiddle,174390023,
pushMiddle,105003502,
popBack,,686579083
popMiddle,,105003502
pushBack,835997993,
popFront,,179089697
pushMiddle,986217053,
pushFront,338301228,
pushBack,999473220,
popFront,,338301228
pushMiddle,856542763,
popBack,,999473220
popBack,,835997993
pushMiddle,197115906,
pushBack,123677603,
pushFront,773163983,
popBack,,123677603
popMiddle,,197115906
popBack,,597544107
popMiddle,,174390023
pushBack,657902666,
pushFront,460200691,
pushFront,654622078,
popFront,,654622078
pushBack,262431814,
popMiddle,,986217053
pushMiddle,788743019,
popMiddle,,788743019
pushFront,850274719,
popBack,,262431814
popBack,,657902666
popMiddle,,773163983
popBack,,856542763
popFront,,850274719
popBack,,735517806
popFront,,460200691
popBack,,-1
pushMiddle,57410568,
popBack,,57410568
popMiddle,,-1
pushBack,457681084,
pushMiddle,37535680,
pushMiddle,213512023,
pushFront,323562462,
pushMiddle,817967668,
pushFront,227898248,
popFront,,227898248
popFront,,323562462
pushBack,916357891,
popMiddle,,213512023
popFront,,37535680
pushMiddle,167654365,
pushFront,572742469,
pushBack,404985817,
pushMiddle,3823898,
pushMiddle,210939076,
pushBack,820957574,
pushMiddle,346324463,
pushBack,773351617,
popFront,,572742469
pushMiddle,658349322,
pushFront,436467154,
popMiddle,,3823898
pushFront,521634919,
pushBack,444903051,
popFront,,521634919
popFront,,436467154
pushBack,807110629,
pushFront,183557736,
popBack,,807110629
popMiddle,,658349322
popBack,,444903051
popBack,,773351617
popBack,,820957574
popFront,,183557736
pushBack,605582230,
pushMiddle,415518645,
popBack,,605582230
popBack,,404985817
popBack,,916357891
popFront,,817967668
pushFront,755461016,
popMiddle,,210939076
pushFront,663728683,
popMiddle,,167654365
popMiddle,,346324463
popBack,,457681084
popFront,,663728683
pushFront,35197711,
pushMiddle,837461220,
popMiddle,,837461220
popBack,,415518645
popFront,,35197711
popMiddle,,755461016
popBack,,-1
popFront,,-1
pushBack,470728615,
pushFront,243958658,
pushFront,852241968,
pushBack,566408832,
pushMiddle,776944684,
popFront,,852241968
popBack,,566408832
popMiddle,,776944684
pushBack,68364455,
popFront,,243958658
popBack,,68364455
pushFront,575841441,
pushBack,987888462,
pushFront,125963013,
pushFront,996733005,
popMiddle,,575841441
popFront,,996733005
popFront,,125963013
pushMiddle,886431088,
pushFront,359359334,
pushFront,135358341,
popBack,,987888462
popBack,,886431088
popMiddle,,359359334
popFront,,135358341
pushMiddle,19000423,
popMiddle,,19000423
pushMiddle,600537668,
popFront,,600537668
pushFront,342350989,
popFront,,342350989
popBack,,470728615
pushMiddle,102135035,
popBack,,102135035
pushMiddle,739788673,
popBack,,739788673
popFront,,-1
popBack,,-1
pushBack,897688190,
popFront,,897688190
pushBack,103665656,
popFront,,103665656
pushFront,442847560,
popFront,,442847560
pushFront,867482185,
popFront,,867482185
popBack,,-1
pushFront,839564623,
popBack,,839564623
popMiddle,,-1
popFront,,-1
popBack,,-1
popMiddle,,-1
pushFront,608679640,
popFront,,608679640
popMiddle,,-1
popMiddle,,-1
popMiddle,,-1
pushBack,237944566,
popBack,,237944566
popBack,,-1
popMiddle,,-1
pushMiddle,136029143,
pushFront,737033237,
popMiddle,,737033237
popBack,,136029143
pushFront,349359368,
popMiddle,,349359368
pushBack,890584078,
popFront,,890584078
popFront,,-1
pushMiddle,118593859,
pushBack,910738238,
popFront,,118593859
popMiddle,,910738238
popMiddle,,-1
popFront,,-1
pushBack,939682999,
pushFront,138755205,
pushFront,95251961,
popBack,,939682999
pushMiddle,730113847,
pushBack,633446464,
pushMiddle,278250678,
pushFront,531498833,
popFront,,531498833
pushFront,999963552,
pushMiddle,472150647,
popMiddle,,472150647
popBack,,633446464
popBack,,138755205
pushBack,310974434,
pushMiddle,366056170,
pushFront,274317088,
popBack,,310974434
pushFront,216498084,
popMiddle,,95251961
pushFront,652058740,
popBack,,278250678
popFront,,652058740
pushBack,253237344,
popFront,,216498084
pushFront,93035565,
popMiddle,,999963552
pushFront,41334149,
pushMiddle,682078285,
popMiddle,,682078285
pushFront,333267871,
pushBack,383183709,
pushFront,91176974,
popMiddle,,274317088
pushBack,448387933,
popFront,,91176974
pushMiddle,214314061,
popMiddle,,214314061
pushBack,438656795,
popBack,,438656795
popMiddle,,366056170
popMiddle,,730113847
popMiddle,,93035565
pushFront,98242460,
popFront,,98242460
popMiddle,,253237344
pushMiddle,246102044,
popFront,,333267871
pushBack,487927570,
pushFront,943128246,
popMiddle,,246102044
popMiddle,,383183709
popFront,,943128246
pushMiddle,865835503,
popFront,,41334149
pushMiddle,527144007,
pushFront,185073631,
pushBack,200894357,
pushMiddle,5829518,
popMiddle,,5829518
popFront,,185073631
popFront,,865835503
popMiddle,,448387933
pushMiddle,858488584,
pushMiddle,514191482,
popFront,,527144007
popMiddle,,514191482
pushBack,280251569,
popBack,,280251569
popMiddle,,487927570
popFront,,858488584
pushMiddle,274621000,
pushMiddle,155179953,
pushMiddle,844309104,
popBack,,200894357
pushFront,380562058,
pushFront,605040865,
popFront,,605040865
popFront,,380562058
pushBack,161048119,
popFront,,274621000
popFront,,844309104
pushFront,920942239,
popMiddle,,155179953
popBack,,161048119
pushMiddle,956518880,
popMiddle,,956518880
popFront,,920942239
popFront,,-1
pushBack,889272838,
pushFront,347653713,
pushBack,897463209,
popFront,,347653713
popMiddle,,889272838
popBack,,897463209
pushFront,525096774,
popFront,,525096774
popMiddle,,-1
popBack,,-1
popBack,,-1
popBack,,-1
popMiddle,,-1
popFront,,-1
pushFront,446747814,
pushMiddle,733124961,
pushBack,288587898,
pushFront,467445490,
popMiddle,,733124961
popMiddle,,446747814
popFront,,467445490
popBack,,288587898
popMiddle,,-1
pushFront,979557582,
popBack,,979557582
pushBack,208791922,
popBack,,208791922
pushFront,795584638,
pushFront,399140618,
popMiddle,,399140618
popMiddle,,795584638
pushFront,63406491,
pushMiddle,949720933,
pushBack,74982656,
pushBack,837724827,
popBack,,837724827
popMiddle,,63406491
popMiddle,,949720933
popFront,,74982656
popFront,,-1
pushFront,381400285,
popFront,,381400285
popMiddle,,-1
pushBack,91349070,
pushBack,879097411,
popBack,,879097411
pushMiddle,896535157,
pushBack,827366298,
pushFront,428962818,
popFront,,428962818
popFront,,896535157
pushFront,46017128,
popBack,,827366298
pushMiddle,28071302,
pushFront,675437758,
pushMiddle,662810163,
pushFront,438931769,
popMiddle,,46017128
pushBack,433283621,
pushBack,553232454,
popBack,,553232454
pushFront,2414067,
popFront,,2414067
pushFront,882902937,
pushBack,169598222,
popBack,,169598222
popMiddle,,662810163
popMiddle,,675437758
popFront,,882902937
popMiddle,,28071302
popMiddle,,91349070
popFront,,438931769
pushFront,143395999,
popFront,,143395999
popMiddle,,433283621
popBack,,-1
popBack,,-1
popMiddle,,-1
popFront,,-1
popFront,,-1
pushFront,766576425,
popFront,,766576425
popMiddle,,-1
pushFront,365173124,
pushFront,829689699,
popFront,,829689699
popBack,,365173124
popFront,,-1
popFront,,-1
pushFront,340886234,
pushFront,761425100,
pushBack,748177597,
pushBack,906623667,
popFront,,761425100
popFront,,340886234
pushFront,259473101,
popMiddle,,748177597
popMiddle,,259473101
pushFront,453946503,
popFront,,453946503
popFront,,906623667
popBack,,-1
popFront,,-1
pushFront,667330027,
popMiddle,,667330027
pushBack,95518350,
popFront,,95518350
pushFront,464043347,
pushBack,960767804,
pushBack,27246036,
popMiddle,,960767804
popFront,,464043347
pushBack,397277947,
popBack,,397277947
popMiddle,,27246036
pushBack,134601437,
popFront,,134601437
pushMiddle,142936000,
pushMiddle,28209827,
pushFront,822183155,
popFront,,822183155
pushFront,763687497,
pushMiddle,905674667,
popMiddle,,905674667
popMiddle,,28209827
pushMiddle,913083680,
popBack,,142936000
pushMiddle,746637615,
pushMiddle,255611802,
popBack,,913083680
pushBack,613264823,
pushMiddle,89293859,
popMiddle,,89293859
popMiddle,,255611802
popMiddle,,746637615
pushBack,957353212,
popFront,,763687497
popFront,,613264823
pushBack,616876591,
pushMiddle,618240005,
popFront,,957353212
popMiddle,,618240005
popBack,,616876591
pushFront,552313984,
popFront,,552313984
popMiddle,,-1
pushBack,595622075,
popBack,,595622075
pushMiddle,930710965,
popBack,,930710965
pushMiddle,52773745,
popMiddle,,52773745
pushFront,379982071,
popBack,,379982071
pushFront,85775497,
pushMiddle,315111163,
pushFront,680859378,
pushMiddle,343352711,
popFront,,680859378
pushBack,920111000,
pushMiddle,197000222,
popBack,,920111000
pushMiddle,513529328,
popBack,,85775497
popFront,,343352711
popBack,,197000222
popMiddle,,315111163
pushBack,376940489,
pushMiddle,924179858,
pushMiddle,35019197,
pushFront,173166020,
pushMiddle,868402213,
popMiddle,,868402213
popMiddle,,35019197
popMiddle,,513529328
popFront,,173166020
popMiddle,,924179858
popFront,,376940489
pushBack,20785482,
pushBack,38089828,
pushFront,119387742,
pushBack,831939559,
pushMiddle,432457565,
pushBack,661160500,
popBack,,661160500
pushFront,528140648,
popBack,,831939559
popMiddle,,20785482
pushFront,83379862,
popFront,,83379862
popMiddle,,119387742
pushFront,395612594,
popFront,,395612594
pushFront,284991453,
popBack,,38089828
pushBack,636002840,
pushBack,937983450,
pushFront,867881483,
pushFront,294832045,
popMiddle,,528140648
popBack,,937983450
pushMiddle,979959772,
pushMiddle,482504420,
pushFront,775652289,
pushBack,817896354,
pushBack,348247257,
pushMiddle,624827129,
popMiddle,,624827129
popFront,,775652289
pushFront,917023932,
popMiddle,,482504420
popFront,,917023932
popMiddle,,284991453
pushBack,775060980,
popFront,,294832045
popFront,,867881483
popBack,,775060980
popMiddle,,636002840
popMiddle,,432457565
pushMiddle,188797434,
popBack,,348247257
pushMiddle,621498310,
pushMiddle,494688947,
popFront,,979959772
popMiddle,,494688947
popMiddle,,188797434
pushFront,807308902,
popFront,,807308902
popBack,,817896354
popMiddle,,621498310
popFront,,-1
popFront,,-1
pushMiddle,607817716,
pushFront,348764627,
pushBack,76411736,
popMiddle,,607817716
pushMiddle,433766194,
popBack,,76411736
popMiddle,,348764627
popMiddle,,433766194
pushMiddle,64470858,
pushBack,871447568,
pushFront,685832484,
popFront,,685832484
popFront,,64470858
pushFront,271128837,
pushBack,915464344,
popMiddle,,871447568
pushFront,136256619,
popMiddle,,271128837
pushMiddle,935590430,
pushBack,62194409,
popMiddle,,935590430
pushMiddle,567012263,
popMiddle,,567012263
pushBack,228811334,
pushMiddle,937017025,
pushBack,542496848,
popFront,,136256619
pushBack,915929755,
pushBack,47420787,
pushFront,749190691,
popBack,,47420787
pushMiddle,372043872,
pushFront,504557677,
popFront,,504557677
pushFront,400777893,
pushMiddle,390334069,
pushFront,772820435,
popMiddle,,390334069
popBack,,915929755
pushMiddle,148248080,
popMiddle,,148248080
pushFront,797961490,
popMiddle,,915464344
popFront,,797961490
pushMiddle,167832120,
pushMiddle,689440930,
pushBack,962761497,
pushFront,165160979,
pushMiddle,396905856,
pushMiddle,209127176,
pushMiddle,342648870,
pushMiddle,353073687,
pushBack,201416123,
pushFront,293978403,
pushMiddle,262401746,
popBack,,201416123
pushFront,684426233,
pushMiddle,238435596,
pushMiddle,643448455,
pushFront,225617306,
pushFront,52342344,
pushFront,488792722,
popBack,,962761497
pushFront,492827676,
pushFront,681678016,
pushMiddle,761496334,
popMiddle,,761496334
popBack,,542496848
pushFront,421451855,
pushBack,887053869,
pushFront,717600588,
popMiddle,,937017025
popBack,,887053869
pushBack,10750895,
popMiddle,,749190691
popBack,,10750895
pushFront,68197235,
pushFront,744073442,
popMiddle,,772820435
popFront,,744073442
pushBack,12372805,
pushFront,848692047,
pushFront,697784957,
pushMiddle,153310429,
popFront,,697784957
pushBack,659780927,
popBack,,659780927
pushMiddle,18535934,
pushMiddle,235313893,
popBack,,12372805
pushFront,135652646,
popFront,,135652646
popFront,,848692047
pushMiddle,788222746,
pushBack,915168670,
popBack,,915168670
popBack,,228811334
pushMiddle,239324795,
pushFront,166909248,
pushMiddle,452829892,
popFront,,166909248
pushBack,920840251,
popBack,,920840251
popMiddle,,239324795

popMiddle,,-1
popMiddle,,-1
pushBack,106571245,
pushFront,979382978,
popFront,,979382978
popBack,,106571245
popMiddle,,-1
popFront,,-1
pushFront,855040651,
popBack,,855040651
popFront,,-1
popMiddle,,-1
pushBack,638374810,
pushBack,51721762,
popMiddle,,638374810
popBack,,51721762
pushFront,784378365,
pushBack,70486121,
pushBack,173320526,
popMiddle,,70486121
popMiddle,,784378365
popMiddle,,173320526
popFront,,-1
popFront,,-1
pushFront,49681403,
pushFront,464183795,
popBack,,49681403
pushFront,206460430,
popFront,,206460430
popBack,,464183795
popFront,,-1
pushBack,746520383,
popBack,,746520383
pushFront,242740375,
popMiddle,,242740375
pushMiddle,721263790,
pushFront,847870062,
pushMiddle,215522246,
pushBack,98095570,
popFront,,847870062
popMiddle,,721263790
popBack,,98095570
popFront,,215522246
pushFront,774368315,
pushMiddle,900439738,
pushBack,970353474,
popBack,,970353474
pushBack,627831165,
pushFront,974845613,
popBack,,627831165
pushMiddle,92850316,
pushMiddle,792050487,
popFront,,974845613
popBack,,774368315
popBack,,900439738
pushFront,352138072,
popMiddle,,92850316
pushBack,570913853,
popBack,,570913853
pushBack,303685851,
popBack,,303685851
popFront,,352138072
popBack,,792050487
pushBack,298800778,
pushMiddle,718368101,
pushMiddle,446545748,
pushFront,768321101,
popBack,,298800778
pushMiddle,737792934,
popFront,,768321101
popFront,,737792934
popBack,,446545748
popMiddle,,718368101
popMiddle,,-1
popMiddle,,-1
popBack,,-1
popMiddle,,-1
pushMiddle,312616078,
popFront,,312616078
pushMiddle,842888345,
popFront,,842888345
pushFront,153152113,
popBack,,153152113
popBack,,-1
popBack,,-1
pushFront,389093170,
pushBack,298191099,
popMiddle,,389093170
pushFront,928115745,
pushBack,727080840,
popFront,,928115745
pushFront,888294741,
pushBack,871612160,
pushFront,244522831,
popBack,,871612160
popBack,,727080840
pushFront,623938924,
pushBack,895831476,
popMiddle,,888294741
pushMiddle,125149933,
pushBack,886509528,
pushMiddle,332906522,
popMiddle,,332906522
pushBack,601865134,
pushMiddle,624129701,
popFront,,623938924
popMiddle,,298191099
popMiddle,,624129701
popBack,,601865134
popMiddle,,125149933
popFront,,244522831
popBack,,886509528
popFront,,895831476
popMiddle,,-1
pushFront,475123098,
pushBack,263618815,
pushBack,154012888,
pushBack,769631851,
pushBack,330371628,
pushFront,805524560,
pushMiddle,228721979,
popFront,,805524560
popFront,,475123098
pushFront,323750556,
pushBack,549148175,
pushBack,760281678,
pushBack,823335275,
popBack,,823335275
pushMiddle,377660994,
pushBack,948824209,
popBack,,948824209
popFront,,323750556
pushFront,171211121,
popMiddle,,377660994
popBack,,760281678
pushMiddle,895616584,
pushFront,443425031,
pushFront,680891712,
pushBack,244598543,
pushMiddle,155460537,
popFront,,680891712
popFront,,443425031
pushMiddle,215471638,
pushBack,24631006,
pushBack,701404706,
popFront,,171211121
pushMiddle,564664402,
pushFront,452321819,
popBack,,701404706
popFront,,452321819
popBack,,24631006
popBack,,244598543
pushBack,684828415,
pushMiddle,845568985,
pushBack,564542026,
pushMiddle,467347599,
popFront,,263618815
popMiddle,,154012888
pushMiddle,402489930,
pushMiddle,521387030,
popMiddle,,521387030
pushBack,635329001,
pushMiddle,151807361,
popMiddle,,151807361
popBack,,635329001
popMiddle,,402489930
popFront,,228721979
pushMiddle,683902826,
pushMiddle,980449305,
popMiddle,,980449305
popFront,,155460537
popMiddle,,564664402
pushFront,489399747,
popFront,,489399747
pushBack,478407874,
popFront,,895616584
pushFront,856343387,
pushFront,40019263,
popMiddle,,683902826
pushBack,432655302,
popBack,,432655302
pushFront,220484732,
pushMiddle,804093766,
pushMiddle,622985865,
pushMiddle,574774937,
pushMiddle,675226394,
popMiddle,,675226394
pushFront,427700643,
pushFront,664784479,
pushMiddle,64768586,
popMiddle,,64768586
popMiddle,,622985865
popBack,,478407874
popMiddle,,467347599
popBack,,564542026
popFront,,664784479
popBack,,684828415
pushMiddle,500977710,
popMiddle,,500977710
pushBack,713918011,
pushBack,780084164,
pushFront,801850764,
pushBack,403035400,
pushBack,484301591,
pushMiddle,402060113,
pushMiddle,998768011,
pushFront,327144171,
popBack,,484301591
pushFront,579837094,
popBack,,403035400
pushFront,852359799,
pushMiddle,271902989,
pushBack,257301233,
pushFront,720473375,
popMiddle,,271902989
pushFront,830251680,
popBack,,257301233
pushFront,534464072,
popFront,,534464072
popMiddle,,215471638
pushBack,187693486,
pushMiddle,952676595,
pushBack,832612011,
popBack,,832612011
popFront,,830251680
pushFront,581658918,
popFront,,581658918
pushMiddle,568533228,
pushBack,841446417,
pushFront,920782800,
popMiddle,,568533228
pushBack,854125149,
popMiddle,,845568985
pushMiddle,182104621,
pushFront,130468978,
pushFront,655265778,
popFront,,655265778
popFront,,130468978
popFront,,920782800
popFront,,720473375
popMiddle,,574774937
pushFront,42249023,
popFront,,42249023
pushFront,31910600,
popFront,,31910600
popBack,,854125149
popFront,,852359799
pushBack,524653112,
popMiddle,,998768011
pushMiddle,792662594,
popFront,,579837094
popBack,,524653112
popBack,,841446417
pushFront,411331042,
pushMiddle,128730894,
popFront,,411331042
popMiddle,,128730894
popBack,,187693486
pushFront,463185994,
popFront,,463185994
pushMiddle,408435092,
popFront,,327144171
popFront,,801850764
pushBack,930164138,
pushMiddle,41750660,
popFront,,427700643
pushFront,716624415,
pushFront,69531118,
popFront,,69531118
popMiddle,,41750660
popBack,,930164138
pushFront,33316520,
popMiddle,,408435092
popFront,,33316520
popFront,,716624415
pushBack,861155780,
popMiddle,,402060113
pushMiddle,636102015,
pushMiddle,799567354,
popBack,,861155780
pushMiddle,379417811,
pushFront,778149707,
popMiddle,,636102015
popBack,,780084164
popFront,,778149707
popBack,,713918011
pushBack,199214062,
pushFront,812952927,
popMiddle,,792662594
popFront,,812952927
popBack,,199214062
popMiddle,,379417811
pushBack,392600595,
popBack,,392600595
popBack,,549148175
popMiddle,,182104621
popMiddle,,952676595
pushBack,170655917,
pushMiddle,800325322,
popBack,,170655917
pushBack,222345052,
popMiddle,,800325322
popBack,,222345052
popFront,,220484732
pushBack,68063526,
popFront,,40019263
popFront,,856343387
popMiddle,,769631851
pushFront,837041670,
pushFront,158684901,
pushMiddle,465029928,
pushMiddle,726584550,
pushMiddle,725338868,
popFront,,158684901
popMiddle,,725338868
pushMiddle,374194427,
popMiddle,,374194427
pushMiddle,128124632,
pushBack,329497662,
pushFront,397338623,
pushFront,941941375,
pushFront,492189506,
pushBack,225387335,
pushMiddle,842412219,
popMiddle,,842412219
pushMiddle,546650279,
pushFront,213803714,
pushFront,351053853,
pushFront,398458053,
popBack,,225387335
pushFront,975344737,
pushMiddle,108695293,
popMiddle,,108695293
popBack,,329497662
popBack,,68063526
pushMiddle,499029671,
pushFront,628877455,
popBack,,330371628
pushFront,834244354,
popBack,,804093766
pushFront,913228773,
pushMiddle,295714136,
popMiddle,,295714136
popBack,,465029928
popBack,,128124632
pushMiddle,986712187,
popBack,,546650279
popBack,,726584550
pushMiddle,326753107,
pushMiddle,126148789,
popBack,,799567354
popMiddle,,126148789
popFront,,913228773
pushFront,81137498,
popBack,,837041670
popMiddle,,213803714
popFront,,81137498
pushFront,957115862,
pushFront,981881043,
popBack,,499029671
popMiddle,,398458053
pushBack,310306459,
pushFront,427380947,
pushMiddle,739147375,
popBack,,310306459
popFront,,427380947
popMiddle,,739147375
pushMiddle,2843974,
pushBack,918265081,
pushMiddle,63248365,
pushBack,89157206,
popBack,,89157206
popMiddle,,63248365
pushMiddle,647041397,
popMiddle,,647041397
pushFront,216291763,
popFront,,216291763
pushMiddle,648008024,
pushFront,523238061,
popFront,,523238061
pushMiddle,529750819,
popFront,,981881043
pushMiddle,134782844,
pushFront,231390427,
pushFront,283266381,
pushFront,432440580,
popFront,,432440580
popMiddle,,529750819
pushMiddle,264899606,
popMiddle,,264899606
pushFront,143441833,
popBack,,918265081
pushMiddle,731620748,
popBack,,397338623
pushFront,925479979,
pushFront,76780638,
popMiddle,,975344737
popBack,,941941375
pushMiddle,590126115,
popFront,,76780638
pushBack,182279925,
pushMiddle,443098140,
popBack,,182279925
pushMiddle,78903723,
pushFront,187724960,
popBack,,492189506
popMiddle,,590126115
pushFront,617491810,
popMiddle,,628877455
popBack,,986712187
pushBack,238816742,
popBack,,238816742
pushFront,406604503,
popFront,,406604503
popBack,,326753107
pushBack,634169142,
popFront,,617491810
pushFront,110707200,
popFront,,110707200
pushBack,94595338,
popFront,,187724960
pushFront,896299056,
popBack,,94595338
pushFront,31577699,
pushMiddle,808639692,
pushFront,403094803,
popFront,,403094803
pushFront,969071899,
pushBack,923375805,
pushBack,287605137,
pushBack,537589761,
popMiddle,,78903723
pushFront,582694588,
popMiddle,,808639692
popMiddle,,834244354
popFront,,582694588
pushMiddle,187018579,
popMiddle,,187018579
popFront,,969071899
pushBack,785079745,
popMiddle,,2843974
pushFront,879963884,
pushBack,597927253,
pushFront,128089932,
popMiddle,,443098140
popFront,,128089932
popBack,,597927253
popBack,,785079745
pushFront,431870197,
pushFront,599448719,
popFront,,599448719
popFront,,431870197
popBack,,537589761
popFront,,879963884
popBack,,287605137
pushMiddle,849318821,
popFront,,31577699
popBack,,923375805
popBack,,634169142
popBack,,351053853
popMiddle,,231390427
popBack,,134782844
pushBack,41209839,
popFront,,896299056
popFront,,925479979
popFront,,143441833
popBack,,41209839
pushBack,366779224,
pushBack,331758840,
pushBack,507616629,
popMiddle,,731620748
pushMiddle,474125849,
popFront,,283266381
pushFront,447740060,
pushBack,100129306,
popFront,,447740060
popMiddle,,648008024
pushMiddle,212993082,
popBack,,100129306
pushMiddle,593694066,
popMiddle,,593694066
pushBack,875072412,
popMiddle,,212993082
popFront,,849318821
popMiddle,,366779224
popMiddle,,331758840
pushBack,684715501,
popFront,,957115862
popMiddle,,507616629
popFront,,474125849
pushMiddle,554451308,
pushFront,777631279,
popFront,,777631279
popFront,,875072412
pushMiddle,362179191,
pushMiddle,303116489,
popMiddle,,303116489
popBack,,684715501
pushMiddle,708448142,
pushBack,353370696,
pushFront,17052329,
popBack,,353370696
popMiddle,,554451308
popBack,,362179191
pushBack,964961579,
popFront,,17052329
pushBack,637280878,
popFront,,708448142
pushFront,18174008,
pushBack,626592336,
popFront,,18174008
pushFront,580237754,
pushFront,81535925,
pushFront,576745772,
pushMiddle,473113880,
popMiddle,,473113880
popFront,,576745772
pushBack,744628558,
pushMiddle,932819550,
pushBack,408541958,
pushMiddle,347896235,
pushMiddle,349297504,
pushMiddle,352470505,
pushBack,257984793,
popFront,,81535925
pushMiddle,702413067,
popFront,,580237754
pushMiddle,538345044,
popMiddle,,538345044
popMiddle,,347896235
pushMiddle,890133603,
pushBack,441822048,
popBack,,441822048
popMiddle,,890133603
pushBack,925289172,
pushFront,50916907,
popBack,,925289172
pushBack,407969437,
pushBack,140741548,
pushBack,387809341,
popFront,,50916907
popFront,,964961579
pushBack,995004540,
pushFront,80490487,
popFront,,80490487
popFront,,932819550
popFront,,349297504
pushBack,252707795,
pushMiddle,243321383,
popBack,,252707795
pushFront,971328593,
pushFront,145018914,
popBack,,995004540
popBack,,387809341
pushBack,145375128,
popFront,,145018914
popBack,,145375128
popBack,,140741548
popFront,,971328593
pushBack,824063841,
popFront,,352470505
popBack,,824063841
popMiddle,,744628558
pushFront,232809254,
pushMiddle,534024666,
popMiddle,,534024666
popMiddle,,626592336
pushFront,57300298,
pushFront,210206256,
pushMiddle,599050165,
pushMiddle,838835979,
pushBack,185338850,
popMiddle,,838835979
popBack,,185338850
popMiddle,,599050165
popBack,,407969437
pushMiddle,216306549,
popFront,,210206256
pushBack,126693035,
pushBack,938498968,
popMiddle,,637280878
popFront,,57300298
pushBack,757352819,
pushFront,603889299,
pushFront,656639304,
popBack,,757352819
popFront,,656639304
popMiddle,,408541958
pushMiddle,95058115,
pushMiddle,45290682,
pushFront,372638026,
popFront,,372638026
pushBack,512969358,
pushFront,130449602,
popBack,,512969358
popFront,,130449602
pushMiddle,771810837,
popFront,,603889299
pushFront,302819712,
pushBack,719885408,
popMiddle,,771810837
popFront,,302819712
popMiddle,,95058115
pushMiddle,570631771,
pushFront,76659246,
pushBack,824129838,
pushBack,814433013,
pushFront,513289751,
popBack,,814433013
popBack,,824129838
popFront,,513289751
pushMiddle,76563371,
popFront,,76659246
popMiddle,,570631771
pushBack,482006590,
pushFront,710372874,
pushMiddle,598324954,
popFront,,710372874
popFront,,232809254
popFront,,702413067
popBack,,482006590
popMiddle,,243321383
pushFront,400583557,
popBack,,719885408
popMiddle,,76563371
popFront,,400583557
pushMiddle,727076737,
popMiddle,,727076737
popFront,,216306549
pushMiddle,681469975,
pushBack,285162522,
pushMiddle,109279609,
pushBack,49524006,
pushFront,54196204,
popFront,,54196204
pushBack,56131503,
popMiddle,,257984793
pushFront,521009535,
popFront,,521009535
pushBack,165982350,
popMiddle,,126693035
popBack,,165982350
popBack,,56131503
popMiddle,,109279609
popBack,,49524006
